url,status
https://www.youtube.com/watch?v=9lZi22qLlEo,fail
https://www.youtube.com/watch?v=w4JM08PDEng,fail
https://www.youtube.com/watch?v=5KwZ5wPF5EY,fail
https://www.youtube.com/watch?v=3J9uc3XCpVc,fail
https://www.youtube.com/watch?v=B2-wLQT5L1Y,fail
https://www.youtube.com/watch?v=gFySwS8jZa0,fail
https://www.youtube.com/watch?v=UmKxsicWggY,fail
https://www.youtube.com/watch?v=bB192WZHKRw,fail
https://www.youtube.com/watch?v=TPSMkc8W27M,fail
https://www.youtube.com/watch?v=9DBDTmVy2dQ,fail
https://www.youtube.com/watch?v=T1RQbMCJf4k,fail
https://www.youtube.com/watch?v=PCFE7gjLeW4,fail
https://www.youtube.com/watch?v=vBDes__wYTo,fail
https://www.youtube.com/watch?v=3feY7fLgX4M,fail
https://www.youtube.com/watch?v=NuZy8Rjk4d0,fail
https://www.youtube.com/watch?v=B2-wLQT5L1Y,fail
https://www.youtube.com/watch?v=2Q8lG1WaqJY,fail
https://www.youtube.com/watch?v=jCOe3qIgyFA,fail
https://www.youtube.com/watch?v=ZayRbTmhYTc,fail
https://www.youtube.com/watch?v=xFcXAVvqz_g,fail
https://www.youtube.com/watch?v=AL-jE2w8EDM,fail
https://www.youtube.com/watch?v=SQDNnlTTj_w,fail
https://www.youtube.com/watch?v=WWu42n705AA,fail
https://www.youtube.com/watch?v=lI6X6VCJdEg,fail
https://www.youtube.com/watch?v=y0_YLSytMsk,fail
https://www.youtube.com/watch?v=T95WLsz3ylo,fail
https://www.youtube.com/watch?v=wETgdf9FM-4,fail
https://www.youtube.com/watch?v=AKtHTNsUF1Y,fail
https://www.youtube.com/watch?v=a3MyLt6l5n0,fail
https://www.youtube.com/watch?v=UR-YnqUwG8U,fail
https://www.youtube.com/watch?v=-ynjs7Rm-2o,fail
https://www.youtube.com/watch?v=t9FnRvUoA9w,fail
https://www.youtube.com/watch?v=19DfrkRECDY,fail
https://www.youtube.com/watch?v=2Kfuxf0UlaM,fail
https://www.youtube.com/watch?v=cay8GC9N8ak,fail
https://www.youtube.com/watch?v=YBmmSgUSY4E,fail
https://www.youtube.com/watch?v=yki8xVUAnDM,fail
https://www.youtube.com/watch?v=hV_wmnrAh_c,fail
https://www.youtube.com/watch?v=z0v1tD5mPNY,fail
https://www.youtube.com/watch?v=COJZhLnmGvs,fail
https://www.youtube.com/watch?v=M7CdTAiaLes,fail
https://www.youtube.com/watch?v=vAFQIciWsF4,fail
https://www.youtube.com/watch?v=0FMUFW5t-ME,fail
https://www.youtube.com/watch?v=VwJPHyoeqwY,fail
https://www.youtube.com/watch?v=-HKtCLnOpHE,fail
https://www.youtube.com/watch?v=CJ_18hL4fbY,fail
https://www.youtube.com/watch?v=pIgZ7gMze7A,fail
https://www.youtube.com/watch?v=WaNnlz2-5vI,fail
https://www.youtube.com/watch?v=vFGZ_ckU9Bk,fail
https://www.youtube.com/watch?v=SeUjbPth7go,fail
https://www.youtube.com/watch?v=8slBl3N79SA,fail
https://www.youtube.com/watch?v=xWYAXSpDOc0,fail
https://www.youtube.com/watch?v=sNQZGRmpPL0,fail
https://www.youtube.com/watch?v=WbLAfEFbXZQ,fail
https://www.youtube.com/watch?v=piH5_aP0fY8,fail
https://www.youtube.com/watch?v=BgF-loNs1i0,fail
https://www.youtube.com/watch?v=psScuNlYDM4,fail
https://www.youtube.com/watch?v=w08-CBiPFtc,fail
https://www.youtube.com/watch?v=0Knp_ciNF_k,fail
https://www.youtube.com/watch?v=IWIPHU7MoYM,fail
https://www.youtube.com/watch?v=UdIqByLi2Ls,fail
https://www.youtube.com/watch?v=CgNtfelbfvg,fail
https://www.youtube.com/watch?v=yRhDi2aK5ac,fail
https://www.youtube.com/watch?v=IbPAMyvTLks,fail
https://www.youtube.com/watch?v=10q9_pB6unU,fail
https://www.youtube.com/watch?v=19HB8Z8LBnQ,fail
https://www.youtube.com/watch?v=wUqZ87BnAGA,fail
https://www.youtube.com/watch?v=nKjI9yTL8w4,fail
https://www.youtube.com/watch?v=wItEBID6tLY,fail
https://www.youtube.com/watch?v=MFPqCoNe38w,fail
https://www.youtube.com/watch?v=RtsYtfk10eE,fail
https://www.youtube.com/watch?v=Asba8m9Tmw0,fail
https://www.youtube.com/watch?v=-FqiEIpJN8c,fail
https://www.youtube.com/watch?v=2TgcUjTyD4s,fail
https://www.youtube.com/watch?v=1KYpXcXA508,fail
https://www.youtube.com/watch?v=3r4mkH-kz-k,fail
https://www.youtube.com/watch?v=gCeyze__Eso,fail
https://www.youtube.com/watch?v=4-9dWFcBFpY,fail
https://www.youtube.com/watch?v=YiCM3T9WQNM,fail
https://www.youtube.com/watch?v=1jikCmSCNLQ,fail
https://www.youtube.com/watch?v=2JMikMrKgEY,fail
https://www.youtube.com/watch?v=98rr5STFMow,fail
https://www.youtube.com/watch?v=TG55ErfdaeY,fail
https://www.youtube.com/watch?v=IPFyKvFFULg,fail
https://www.youtube.com/watch?v=vNFDLkQZD5w,fail
https://www.youtube.com/watch?v=2eXCKFMzg2w,fail
https://www.youtube.com/watch?v=X2PBr0hb5nM,fail
https://www.youtube.com/watch?v=20ClJoxxxtQ,fail
https://www.youtube.com/watch?v=N708P-A45D0,fail
https://www.youtube.com/watch?v=uz59owIPGBI,fail
https://www.youtube.com/watch?v=vQ8bUGsR5G0,fail
https://www.youtube.com/watch?v=7HfR7iiyNs8,fail
https://www.youtube.com/watch?v=Vvv6YbvGXaM,fail
https://www.youtube.com/watch?v=4CoyypAnH9U,fail
https://www.youtube.com/watch?v=1uV7SKfaZZQ,fail
https://www.youtube.com/watch?v=NxkLwOBry6s,fail
https://www.youtube.com/watch?v=tXkYu9kVEb8,fail
https://www.youtube.com/watch?v=Wm1VvHURjL4,fail
https://www.youtube.com/watch?v=-_Yi9dVkXpI,fail
https://www.youtube.com/watch?v=W3YVmSMl-fY,fail
https://www.youtube.com/watch?v=YgWnhS5WyfM,fail
https://www.youtube.com/watch?v=7E3Hagn3SKc,fail
https://www.youtube.com/watch?v=zHp1UE8gJNQ,fail
https://www.youtube.com/watch?v=SaipyYSqX3c,fail
https://www.youtube.com/watch?v=CiF2YWjnPy8,fail
https://www.youtube.com/watch?v=NVdSW5U0UA8,fail
https://www.youtube.com/watch?v=VPup4RRKv5g,fail
https://www.youtube.com/watch?v=7DNXUvHm-S8,fail
https://www.youtube.com/watch?v=zjJBh4a5BeQ,fail
https://www.youtube.com/watch?v=COXUQnwPBXI,fail
https://www.youtube.com/watch?v=7HtKCkq1_c8,fail
https://www.youtube.com/watch?v=BEsAuvfr6h8,fail
https://www.youtube.com/watch?v=Spgdy3HkcSs,fail
https://www.youtube.com/watch?v=C5pbafpxDGQ,fail
https://www.youtube.com/watch?v=xZ3xf-K4lGE,fail
https://www.youtube.com/watch?v=-QHMzu34T6w,fail
https://www.youtube.com/watch?v=8GncD3BAzNg,fail
https://www.youtube.com/watch?v=-CilXCFVwBg,fail
https://www.youtube.com/watch?v=WWwA0zqNlfU,fail
https://www.youtube.com/watch?v=BBIKWpawLFA,fail
